language,code,correlation,mean,sd,z
Hindi,hind1269,-0.12428023516966119,0.0019700912226849453,0.016401649179669707,-7.697416583500448
Hittite,hitt1242,-0.06847997870945982,-0.0011666787260970059,0.021190991550092218,-3.176505442147179
Icelandic,icel1247,-0.16490076813237842,8.71973689905528e-06,0.017269108071816888,-9.549392312762757
Irish,iris1253,-0.09872953720761901,-0.0009885145374614007,0.016225361953014637,-6.023965625740481
Italian,ital1282,-0.11105304581188852,-0.00038041456592805456,0.01714059386984949,-6.456755937764499
Jamaican_Creole,jama1262,-0.14539888387582126,-0.0008526127595458925,0.017391694039555573,-8.31122435730068
Judeo_Tat,jude1256,-0.11177563974743496,0.000295597450200177,0.01638298878751922,-6.840707678626534
Kashmiri,kash1277,0.016396636301066733,0.00036339220200221187,0.017507298969068417,0.9158034101886174
Kriol_Roper_River,krio1252,0.004469047538157317,0.0003507510026763879,0.03636959856070919,0.11323458873505433
Kristang_(Malacca_Creole_Portugese),mala1533,-0.0637427300554178,0.00029101565908104586,0.016974667745842817,-3.7723121697142523
Kumaoni,kuma1273,-0.313958846240237,0.001381555786682998,0.052623690929963544,-5.992365728329547
Lahnda,lahn1241,-0.09032051954814035,-0.00046103684255396904,0.01796466449013336,-5.002012854453221
Latin,lati1261,-0.0696687172290282,0.0005115177608613886,0.016792273373402004,-4.179317084073384
Latin,lati1261a,0.09320320711096755,0.0001568697180943356,0.01690610543028198,5.503712122024858
Latvian,latv1249,-0.12710973798057174,0.001157543361638469,0.017306631603121122,-7.411452689561969
Lithuanian,lith1251,-0.09012136221423464,-7.489422634156054e-05,0.016381210401736863,-5.4969361713555465
Luxembourgish,luxe1241,-0.11313282083633434,-0.0003563158917546275,0.01685629731492757,-6.690467238300745
Macedonian,mace1250,-0.10479764987993019,7.523231669210223e-05,0.016424547634564957,-6.385130630686018
Mahasu_Pahari,maha1287,-0.11917242209139166,0.0002718767056742782,0.03650543704032553,-3.271959151321006
Maithili,mait1250,-0.1415963083748083,-0.0013122444073353464,0.017092415078909868,-8.20738692103071
Marathi,mara1378,-0.04921397294767284,0.00010205115050021357,0.017093768580041108,-2.8850293524948643
Marwari_India_,marw1260,-0.027876963869722705,-0.00047468462144065036,0.0218169582485739,-1.2560082361652432
Middle_English,midd1317,0.10019392144971193,-0.00036762360651551904,0.029179951659787328,3.4462546829647613
Middle_High_German,midd1343,0.12610942178429624,0.0008650110331334317,0.02136176932924316,5.863016720235326
Modern_Greek,mode1248,-0.1394656762809303,0.001010841671275492,0.017061743318368124,-8.233421130006878
Modern_Welsh,wels1247,-0.08646806638913357,-0.00019506316995919254,0.01669379518136572,-5.167968235016789
Negerhollands,nege1244,-0.18781193970394322,-0.0007122898751487024,0.022790953518540012,-8.209382274269151
Nepali,nepa1254,-0.048703091135846234,0.0007736028223138751,0.030391018668002614,-1.6280038026580523
Northern_Kurdish,nort2641,0.04480970429389329,1.470031735200139e-05,0.016771884110847637,2.6708391067148503
Norwegian_Bokmål,norw1259,-0.0571132797284174,0.00021927515990812947,0.01722402238032942,-3.3286391309965895
Old_Church_Slavonic,chur1257,-0.20937785068409165,0.0005052743066637784,0.022850254614990708,-9.185154762042059
Old_English_ca_450_1100_,olde1238,0.03903895678707321,9.532031100558025e-05,0.02388577789506826,1.6304110608057023
Old_Irish,oldi1245,0.04030166114474405,-0.00041811289635854067,0.027918892523868772,1.4585024820124914
Old_Norse,oldn1244,-0.01310996974890151,-0.0015613242289261,0.023046109377667594,-0.5011104187141632
Old_Prussian,prus1238,-0.0854323712639462,0.0011434231546716847,0.053458637514124704,-1.6194912261978816
Old_Russian,oldr1238,0.07959830751566482,0.0006690495344543977,0.021550097514890173,3.66259400574284
Old_Welsh,oldw1239,-0.17244902648158106,0.0020112804389927656,0.05197120711417671,-3.3568646296265174
Oriya,oriy1255,0.024509266598237135,-0.0003889138516170707,0.017096800429302155,1.4563064330552333
Ossetian,osse1243,0.03989696169741571,5.720717393304792e-05,0.016747135021286903,2.3788997027159127
Ossetic,osse1245,-0.31312074688327174,-0.0020626457171819554,0.08727729778992645,-3.564020759611466
Panjabi,panj1256,-0.04503284220516604,-1.7756836164713797e-05,0.016637743707447337,-2.7056003602731185
Pashto,pash1269,-0.044060316551440604,0.00028581066603380846,0.016785122431648553,-2.6419900955776914
Polish,poli1260,-0.03164274209021421,0.0006985668009836416,0.01647161776897798,-1.9634567378140748
Portuguese,port1283,-0.16289765696691338,-0.0008403082200073222,0.019462913007319952,-8.326469356666019
Romanian,roma1327,-0.1052028056173252,-0.00010081576301269807,0.01686674041271087,-6.231316026842213
Russian,russ1263,-0.0265630434823479,7.205478450757713e-05,0.01660034918364508,-1.6044902412713575
Russian,russ1263a,-0.11119395482344185,-3.257573598464725e-05,0.017065606192532137,-6.513766802851758
Sanskrit,sans1269,0.015986977603551483,0.00015519046456687413,0.017862804677112945,0.8862990681003966
Sardinian,sard1257,-0.10786645290962911,0.00011421377827664112,0.017111447293199984,-6.310434461661043
Saterfriesisch,sate1242,-0.09523386847346652,0.0011279489066523323,0.016790508843015684,-5.73906474670077
Serbocroation,sout1528,-0.05868370045458885,-0.000708003395867371,0.01691839505484652,-3.4267846844085548
Serbs,serb1264,-0.11267305561725267,0.00035273095947954545,0.017629810217805564,-6.411060878158499
Sindhi,sind1272,-0.06362214317996412,0.0006352818927522148,0.017358817476330335,-3.701716730435972
Sinhala,sinh1246,-0.029710602942127358,-0.00023752202783258036,0.023231112116583547,-1.2686900552322415
Slovakian,slov1269,-0.11619314136237009,-0.00014374683029821277,0.016727108196070442,-6.937803783641118
Slovenian,slov1268,-0.103460780986926,-0.0009100898774448663,0.017252330290335984,-5.944164607544387
Standard_Catalan,stan1289,-0.08476312022432345,-5.4546255547161085e-05,0.016020103711711153,-5.28764204609062
Standard_French,stan1290,-0.11748423548178975,-0.00024390631330884253,0.01746855420326299,-6.711507306459359
Standard_Spanish,stan1288,-0.10638980240969345,-0.0001861902897914926,0.016814749304114154,-6.316098456128427
Swedish,swed1254,-0.10026121659457413,-0.0005971119401913501,0.016819129049917333,-5.925640047031605
Tajik,taji1245,-0.06204321580676057,-0.0007379783337005224,0.040803782737720104,-1.5024400523627885
Tokharian_A,tokh1242,-0.15189836699106696,-0.005483469268861051,0.08783704161986844,-1.6668924069169395
Tokharian_B,tokh1243,-0.15189836699106696,0.0007238566851150631,0.0881248261727631,-1.7318868053932486
Tok_Pisin,tokp1240,-0.04531654397135565,0.0008994959031316929,0.017045306041255932,-2.7113646280464234
Torres_Strait_Creole_(Broken),torr1261,-0.08670478983637978,-0.0001701002337834417,0.01725780733711965,-5.014234306375045
Ukrainian,ukra1253,-0.09876629547315532,-3.507532946685243e-05,0.01939229058135979,-5.091261381911772
Urdu,urdu1245,-0.07613659497155525,-0.00040573566802595563,0.017052424616071236,-4.441061081258553
Vlax_Romani,vlax1238,-0.07710143471158847,0.0002086319392372383,0.01658274686188079,-4.662078441813549
Wallon,wall1255,-0.02585198676255787,0.00024704948204537237,0.017101763509204053,-1.5261020438364101
Western_Armenian,homs1234,-0.11711319674563847,-0.0005180470073828616,0.016751865256669902,-6.960129391670711
Western_Farsi,west2369,-0.050446331437763,-0.0008493038932309937,0.016599922020333273,-2.987786778984897
Western_Panjabi,west2386,-0.1027672220915804,-0.0008182638109105471,0.017015610987668798,-5.991495595106882
Aghul,aghu1253,-0.09087957077713121,-0.0008203435316604776,0.01703869156656416,-5.285571776074536
Akhvakh_Northern_Akhvakh_,akhv1239,-0.11102533745129935,0.000489416842128166,0.01685005634751144,-6.618064176972142
Andi,andi1255,-0.09443964307572428,3.2938619462198085e-05,0.01777404279352555,-5.315199405821137
Archi,arch1244,-0.10382595348142677,-0.001052521498224157,0.016049041677561517,-6.4037114519362355
Avar_Ancux_,ancu1238,-0.07132178024252259,0.0001152613597788578,0.016745744279379252,-4.265981876378536
Avar_Andalal_,anda1281,-0.09443964307572428,-0.00041308116274454753,0.0167397311880304,-5.616969642870526
Avar,avar1256,-0.10263277709852894,0.00021306732922663724,0.01604273931666908,-6.410740859006195
Avar_Batlux_,batl1238,-0.07193675871849217,-1.666577206725267e-05,0.016913107155549355,-4.2523288172290234
Avar_Hid_dialect_,hidd1238,-0.09627617495078251,0.0008262412171806381,0.016507090832879875,-5.882466944117638
Avaz_Khunzakh_,kunz1243,-0.05570756361013737,-0.0005506049077771214,0.01645463762206415,-3.3520615870871477
Bahvalal,bagv1239,-0.10523667524940439,-9.416051440539799e-05,0.016840600918436918,-6.243394475305809
Bats_Tsova_Tush_,bats1242,-0.08029186398240915,-0.0001672784767840384,0.016468712802067933,-4.865260962931121
Bezhta,bezh1248,-0.12568196532359177,-0.0003533823869437448,0.016955256523349335,-7.391724375508928
Budukh,budu1248,-0.07167065897004116,0.00018016804660744146,0.01649223831915165,-4.356644963904727
Chamalal,cham1309,-0.08280508436601433,0.00048208441308129516,0.01649503951350432,-5.049225175296445
Chamalal_Gigatli_,giga1238,-0.09349556264646505,-0.00030248598690234616,0.01726772803917676,-5.396950684428645
Dargwa_Chirag_,chir1284,-0.048873117400237656,-0.00028151353857838984,0.016937433596398682,-2.868888228260924
Dargwa_Itsari_,itsa1239,-0.04127215639184942,0.00012063429676952718,0.016813311832230848,-2.461905845894658
Godoberi,ghod1238,-0.11378137762601438,1.1558591943691355e-05,0.01654813269337588,-6.876481976936812
Hinuq,hinu1240,-0.2171168370524713,0.0003685507396759866,0.016769994401666793,-12.968721550111615
Hunzib,hunz1247,-0.08323534264696039,0.00026245837910672586,0.016725394459249934,-4.992276937294527
Ingush,ingu1240,-0.056564826633040806,-0.0009689676160411602,0.016498941350139663,-3.3696622005707675
Inxokvari,inxo1238,-0.1611212964036912,-0.0008853596283492058,0.01678778113886354,-9.544795434841442
Rutul,shin1265,-0.004268923931144006,0.0012285320858114377,0.017281256414217624,-0.31811668580026276
East_Kewa,east2516,-0.1229141506416547,9.59095194132937e-05,0.02331493357162663,-5.2760201860822145
Erave_(South_Kewa),erav1244,0.0045094690287356505,-0.0009883069495223054,0.02296517026354313,0.2393962646549847
Kalam,kala1397,-0.09492882494906885,2.1818618661860355e-05,0.016865899118680056,-5.629740987989596
Komba,komb1273,-0.038604242739790504,0.0005670162008222108,0.01741013917022042,-2.2499107306169104
Ku_Waru,boun1245,-0.11920767419132447,0.002049836247233115,0.0377425667499966,-3.2127520961082623
Kyaka,kyak1244,-0.027040079206954802,0.0001855481069739514,0.016674977560128586,-1.6327234753843236
Proto_Sogeram,soge1235,-0.08313947394622949,-0.0005334120437479553,0.017980655902600673,-4.594162879816504
West_Kewa,west2599,-0.08483788529958904,-0.0009550943747453896,0.02396206105818738,-3.5006500785199566
Abui,abui1241,-0.11207847881822988,0.0005627472490507093,0.03717124457981548,-3.030332380327303
Achuar,achu1249,,0.010375,0.31120007129658567,
Adang,adan1251,-0.07767292014974306,0.00047078787014017526,0.01689876931088526,-4.624224793076934
Agob-Ende-Kawam,agob1244,-0.010752179925556018,-0.00313763147401819,0.07757404931550023,-0.09815845013541596
Aguaruna,agua1253,-0.02226948444427214,2.037430353297154e-05,0.016457030089549216,-1.3544277811073544
Alamblak,alam1246,0.04559510340884753,-0.0003009200907144468,0.03658207424919975,1.2546041863814208
Amanab,aman1265,0.01799172588496209,-5.5716624789797556e-05,0.017017383032898355,1.0605298402734544
Angaite,anga1316,0.06985813839579294,-0.00033150847130279334,0.04182534007195577,1.6781608170152922
ASF_Auslan,aust1271,-0.0778513975619812,-0.0009228545500323894,0.01682835128875645,-4.571365411378546
Atsugewi,atsu1245,-0.19861493960712084,-0.0014416761867686214,0.0376317406521538,-5.239546723148116
Au,auuu1241,0.0251221344037512,-0.0014693449599470516,0.03765436187034377,0.7061991770106576
Awa,imbo1238,-0.2054303733840502,-0.001629148201003892,0.038619950497453384,-5.277097007063358
Awiakay,awia1234,-0.034450285508005433,0.0005371144673797114,0.017314186804176134,-2.0207359647376726
Ayoreo,ayor1240,-0.11230274023155877,-7.559975435239541e-05,0.016331426224852594,-6.871851786368972
Bardi,bard1254,-0.0413328881918166,-0.0009418556772134574,0.03813126558232597,-1.0592628358321416
Bari,bari1297,-0.094284858372048,2.7647511906280716e-05,0.017149669923134266,-5.499377323684244
Baruya,baru1267,-0.1410426369457855,-0.001352801308003051,0.036177015367927744,-3.861286903220398
Basque,basq1248,-0.08725636430226008,0.0005454615380057369,0.016391902935500805,-5.356414455707201
Basque,west1508,-0.1054203444147955,-0.0007205674544012598,0.01697457909905764,-6.168033760919983
Berik,beri1254,-0.05930210775780714,8.508019891810156e-05,0.03846218490406094,-1.5440409353982119
Bilua,bilu1245,-0.10789239661082421,0.0008468687133735709,0.038891698299091115,-2.7959505519135166
Bininj_Kun-wok,gunw1252,-0.01976159710537117,0.0007782354907920442,0.036240119977346184,-0.5667705462620634
Blagar,blag1240,0.06421025241563223,0.0009475001409324171,0.017758880737522884,3.5623164100106504
Buin,buin1247,0.008374567320698304,0.00013028240058146767,0.023147949988677332,0.3561561574199648
Cayubaba,cayu1262,-0.24163270125171277,0.0002305722053890335,0.02299165989495161,-10.519609047896923
Central_Aymara,cent2142,-0.18779333920200691,-0.000646338900738692,0.0243351938453995,-7.690384612927496
Cha_palaa,chac1249,-0.041500495974002204,-0.00042298924323671725,0.03637779384045219,-1.1291918061586024
Chimariko,chim1301,-0.0938695708557046,-5.84583461872439e-05,0.01679527832117098,-5.585564628081542
Chipaya,chip1262,-0.13108162446888835,-0.004585995542347695,0.08829815011715003,-1.4325965918732375
Chiricahua,mesc1238,-0.07340771836547177,0.0005148430789896834,0.016831416534394572,-4.391939400549121
Coastal_Yuki,yuki1243b,,0.0004784111715707726,0.05256918361102517,
Cocopa,coco1261,-0.06531753378568997,-0.0004967645836371104,0.017946958351026533,-3.611796937075147
Cofan,cofa1242,-0.337218096483768,0.00015859627635371378,0.025869507276497627,-13.041481198469809
Copper_Inuit,copp1244,-0.13778025662480822,-0.000629522816236366,0.022415944646217007,-6.118445417901132
Cruzeño,cruz1243,-0.5315345428488887,-0.0015324552059233962,0.09570988925408214,-5.537589603055152
Cubeo,cube1242,-0.07685672258710449,0.0016154840074281754,0.02070440413241772,-3.7901214684882225
Cusco_Quechua,cusc1236,0.004128233889905453,0.0008296470328171888,0.019457297264568966,0.16952955039109527
Dalabon,ngal1292,0.07834100691995362,0.00048468861998842875,0.038352286251961874,2.030030694610351
Daribi,dadi1250,-0.016443157427426608,0.00016770065845951305,0.01683049455227768,-0.986950088382172
Degexit_an,dege1248,-0.2827684053852301,0.0002310869878476367,0.08926025876799337,-3.170498229325711
DeneTha_South_Slavey_,sout2959,-0.10173696667723142,0.0003565595098539779,0.017217324120380354,-5.929697639033006
Dene_Suliné,chip1261,-0.09414220013795212,0.001069324830505029,0.017572982753724077,-5.418062846973423
Dogrib,dogr1252,-0.07304895520801602,-0.0005383070174302378,0.05746892095112346,-1.2617367263995631
Doutai,dout1240,-0.05789605229471885,-0.0003258446451462106,0.017649210010859947,-3.2619141374683864
Duna,duna1248,-0.06482039688004554,-0.00029368934950840965,0.01693504312064381,-3.8102476073343503
Délįne,nort2942,-0.10094823303397449,0.000481164941907259,0.017596117311203783,-5.764305623906003
Edopi,edop1238,-0.10376664868385647,-0.0011182144812517812,0.017350604785094315,-5.916130041229955
Eipo,eipo1242,-0.06153292455968587,0.0006888580348664142,0.020176185246063582,-3.0839220514537997
Ekari,ekar1243,-0.16244620317544398,0.00032794775801797216,0.037515942199207536,-4.338799491403958
Elamite,elam1244,-0.1375416049283707,-0.0005694696137753822,0.02295849724293901,-5.96607582217611
Ende_(Papua_New_Guinea),ende1235,-0.084621196356922,0.000412915780717423,0.017230029826282543,-4.935227216375975
Epena,epen1239,-0.16327258887988846,-0.002834212923181328,0.09304700332100647,-1.7242723594569138
Eyak,eyak1241,-0.09468670870218426,0.0007362510773020923,0.03859855155257924,-2.472190171423932
Foi,foii1241,0.03734802597683118,0.0013527547042604135,0.03773985827310663,0.9537733558003568
Fore,fore1270,-0.06256411627238737,0.00037150004013446805,0.038239251091789515,-1.6458380986973606
Galeia_A,gale1259,-0.05503355226428347,-0.0010167642831699166,0.020565141305344793,-2.626618858537812
Ganggalida,gang1267,-0.06642253052285313,-4.641134442203609e-05,0.03659243014086789,-1.8139303381302239
Gimi,gimi1243,-0.02836912151927596,-8.148083531385387e-05,0.04799492298242333,-0.5893881878781551
Grand_Valley_Dani,lowe1415,-0.06331658619360955,0.0010585447406399244,0.03743601304952446,-1.7196043512723163
Gui_(Gwi),gwii1239,-0.07664893585706552,-0.00016380736995452193,0.01665190486388937,-4.593175922652157
Gününa_Küne,puel1244,-0.10650991658574968,-0.00010981011127997747,0.016743668116936745,-6.354647364686037
Hewa,hewa1241,-0.03540977789391025,-0.00010778944839694587,0.01751491540835649,-2.015538620795763
Hoti_Yuwana_,yuwa1244,-0.12177798462483513,0.0010164665481040226,0.06592320191828531,-1.8626894264806533
Huli,huli1244,-0.082273545694709,0.00022479848924948382,0.017586435473948652,-4.691021344613348
Hunza,hunz1248,,-0.006875,0.30963625332799777,
Hupa,hupa1239,-0.06948764225185822,0.0005087161081213905,0.03849636168912539,-1.8182590584853235
I'saka_(Krisa),kris1246,-0.10364890205924249,0.001701244464855994,0.035499931330624984,-2.967615501645078
Iau,iauu1242,-0.063389884351899,-0.0007554520842655019,0.01762911254737281,-3.5528976344851597
Idi,nucl1597,-0.1509979781914566,-0.0014712946862091925,0.03708025426745606,-4.032515053071828
Inanwatan_(Suabo),inan1242,-0.1580858557970341,-0.0012250169937944506,0.024528574588631117,-6.39502463693687
Isirawa,isir1237,0.0009793596339991231,0.0005352360293243789,0.017332291369275284,0.025624056001160706
Itonama,iton1250,-0.1638256127691965,-0.0010661745876120255,0.02323996685707745,-7.003428153858062
Iwam,iwam1256,-0.041874850746671216,-0.002384352068921908,0.03849961677819439,-1.0257374483819832
Iyojwa_ja_Chorote,iyoj1235,-0.1564908027947235,-0.0006942249720131107,0.024607018505248553,-6.331387843248046
Japanese,nucl1643,-0.13565783540827656,-0.00035366905357305325,0.017016378323462398,-7.951407977815373
Jicarilla,jica1244,0.03590528345753144,-0.0001675786622273795,0.017175174554539013,2.1002908590658587
Jingulu,djin1251,0.037414651402875095,-0.0015065768694594666,0.03678300191356535,1.0581308280328432
Kalamang,kara1499,-0.16922718379419366,-0.0004692894191497095,0.017361611581635947,-9.72017451153819
Kamang,kama1365,-0.12543188088993948,-0.0005989412366991105,0.016829866201821506,-7.417345934677106
Kamano,kama1370,-0.16724795248112628,-0.0009974178356086988,0.05224602609911115,-3.1820704282874823
Kanum,kanu1280,,0.0025,0.4469270074631874,
Karok,karo1304,-0.10733145473744865,-7.554185687099769e-05,0.035806457418153526,-2.9954349191271836
Kashaya,kash1280,-0.07852221680133151,4.992167792087365e-05,0.016552810386300805,-4.746755182085521
Kaure,kaur1271,0.08069641827647192,0.0008424389278339165,0.03766531854648664,2.1200930306770673
Kayardild,kaya1318,-0.16404610208876164,3.4519657112721095e-05,0.037743453374035646,-4.347260440634406
Kemiju_(Jate),keya1238,-0.09488784444026979,-0.00012722352322814257,0.052535247403894904,-1.8037532057004495
Kemtuik,kemt1242,-0.0006052292927376367,0.0006264076046472037,0.01649488411501245,-0.07466781147397657
Ketengban,kete1254,-0.13475592710728557,-0.0005764627929988827,0.03921334482252647,-3.4217806443587553
Ket,kett1243,-0.15366640182309194,-0.000666578087141044,0.01706124620140584,-8.967681606009752
Khalkha-Mongolian,mong1331,0.012155133344964479,0.0011582510097913905,0.03851097361832712,0.28555191681624337
Kilmeri,kilm1241,0.032233226855782955,0.002609147086957253,0.038867360929886775,0.7621839780237428
Kimaama,kima1246,-0.05144296169849337,-0.00019022432525559732,0.016412686942246877,-3.1227511713095124
Kiowa_Apache,kiow1264,-0.028004673260086356,0.0022409575584415053,0.03836378382555168,-0.7883901899786843
Kiraman,kira1248,-0.113923865003791,-0.00053440235164243,0.03641423302724024,-3.1138775480270526
Kiwaian,sout2949,0.014688286365129824,-0.002707463479435507,0.036921226394647594,0.471158505370969
Klon,kelo1247,,0.001536306588973555,0.1372275732150802,
Kogi,cogu1240,-0.23284788005385773,0.0009595677682390373,0.038431472758608226,-6.083749360599939
Koiari,gras1249,-0.13354261417492727,-0.00010370576925215407,0.01761230315325091,-7.576459889690505
Kombai,komb1274,-0.06400858765158365,-0.0017110698028513958,0.037849457393895475,-1.645928954817193
Komnzo,komn1238,-0.01855928579747077,-0.00045213718576136085,0.016518679790018375,-1.096161971893837
Konda_(Western_Dani),west2594,0.017363735419458078,-4.8729281175020286e-05,0.03842920363580415,0.45310501007650494
Korafe,kora1295,-0.016381342908727677,5.045705967297226e-06,0.01662278903109964,-0.9857785347595772
Korowai,koro1312,-0.11871322395175694,0.0016982743548457227,0.03790935086537427,-3.176300716259017
Kuman,kuma1280,-0.3380274957288852,-0.0005857532549841527,0.03847065559320312,-8.771406082653794
Kung,juho1239,-0.3264981559397413,-0.0009843509689326333,0.08301173987971634,-3.9212984264933706
Kunimaipa,kuni1267,-0.2191545123436959,-0.0011803718871142724,0.03842039778537167,-5.67339624316888
Kunza,kunz1244,-0.2540384456438458,-0.0007947056008985355,0.08859334830549409,-2.8584960935181454
Kuot,kuot1243,-0.020179705664004295,-8.89614340580051e-05,0.027212846166226764,-0.7382816228491546
Kwoma,kwom1262,0.010016461295735144,0.00016635882266366304,0.01694167449294888,0.5814125679944501
Lake_Miwok,lake1258,,-0.0018614130434782506,0.1054350548727435,
Lardil,lard1243,-0.05610073721647353,-9.596136852483738e-05,0.01689691952643032,-3.3144962169196286
Lengua,leng1262,-0.11226617467129593,0.0003889151516826044,0.01839475751994915,-6.124304150288682
Limilngan,limi1242,-0.011694629350683147,0.0008567562674174119,0.04219106614048953,-0.29748917878269404
Lipan_Apache,lipa1241,-0.06558733911154344,0.0001133117576286492,0.016688338992488935,-3.9369197197361907
Loloda-Laba_(Loda),lolo1264,0.059238313436893064,-0.0019508148305067625,0.036330502462102426,1.6842356730746642
Maca,maca1260,-0.1207536190422008,-0.0017853499709002607,0.02850456635407957,-4.173656515012158
Madole,modo1249,-0.07848982257337572,-0.0006186231920448049,0.018178625152913002,-4.283668249182892
Mairasi,nucl1594,-0.0743104013611609,-0.0008643966439844596,0.017017648644891786,-4.315872671353033
Maklew,makl1246,-0.22740360146951502,0.0038295018476407028,0.09821711631816518,-2.354305562872541
Mala,mala1294,-0.1628476242904371,0.00020104146698732538,0.03763119574413466,-4.332805868461881
Mali,mali1284,-0.08756457905610199,6.645294317230833e-05,0.08065181934006604,-1.0865350926527846
Mapudungun,mapu1245,-0.08003879492380113,5.166355799220423e-06,0.01697951952308077,-4.714147604164782
Marind,nucl1622,-0.11968796399367446,-0.00012056386150937442,0.016157840863711748,-7.399961488709594
Marra,mara1385,-0.049874203873330435,-0.00041463121870767284,0.040272304655447,-1.2281286873889683
Mattole,matt1238,0.022174214849590583,-0.010728665865384615,0.1766033903936334,0.18630945103396698
Maybrat,maib1239,-0.06143163206954031,0.0005625830243775162,0.01735600377542948,-3.571917585180622
Mblafe,mbla1238,-0.19802154220264528,0.0007460035523978732,0.09426815828152506,-2.1085332457799613
Meriam,meri1244,-0.11197785407538241,9.479123641618348e-07,0.016902926984649548,-6.624817233692159
Meyah,meya1236,-0.2475929586274803,0.0006697595261599308,0.03829551117903756,-6.482815100521124
Miani,mian1254,-0.1510599796695074,-0.0010989236643720844,0.035501187695940815,-4.224113775840851
Midob,mido1240,0.09944355602442592,0.00015876738474283412,0.017861679290704355,5.558536071765283
Mocoví,moco1246,-0.13000517719789323,-0.0006869755613936819,0.01621519412715416,-7.975125097018833
Momu-Fas,fass1245,0.023626464935852298,0.0010085841881736716,0.017305146004781283,1.3070031735894903
Moni,moni1261,0.13503195079282326,-0.00134207233522558,0.04352218056297462,3.1334372810370064
Monumbo,nucl1458,-0.3339828995903301,-0.002364236527154288,0.03855382679086964,-8.601446099293835
Mosetén_Chimané,mose1249,0.06533368002944379,0.0002806836111963365,0.03605153779608569,1.8044444258161605
Movima,movi1243,-0.2742895422825783,-7.678388997158136e-05,0.035834183950220505,-7.652267420782701
Muisca_Chibcha_,chib1270,-0.15387519735389876,-0.0008271083264923246,0.03554760947732444,-4.305439698414451
Murrinhpatha,murr1258,-0.09413324349475793,-0.0001919713592255493,0.017118503866552615,-5.487703415429997
Nagovisi,sibe1248,-0.17939683837204223,0.0004994584381189274,0.037959194541622325,-4.739202161228805
Nama,nama1266,-0.022617032359691015,-0.0003966387458402029,0.017071981210170964,-1.3015708803974422
Nambo,namb1293,0.004047440854233437,5.604347599955956e-06,0.0367353609774892,0.11002577350771778
Nasioi,naas1242,-0.030804218494824953,-2.2172224217234986e-05,0.036956127184653235,-0.8329348504729298
Navajo,nava1243,-0.044238011774064806,-0.00015475964340770786,0.021030889514524552,-2.0961192392842873
Negwa_(Yagwoia),yagw1240,-0.09387735283194105,1.3763278444347271e-05,0.037566244542905566,-2.499347945285014
Neme,neme1244,-0.02341894411857271,-0.004596061946236524,0.0647542073882568,-0.290681994754054
Nen,nenn1238,0.04108448697632498,-9.453243492585295e-05,0.03762550397370209,1.0944443279758442
Nen,nenn1238a,0.07972662620944097,0.0016975200226604951,0.03748161564079273,2.0817967649681117
Netsilik,nets1241,-0.0667754866735298,7.095892776346313e-05,0.016402259341007783,-4.075441328632602
Nimboran,nucl1633,-0.022819964830327374,-0.0009073910876104246,0.017465873843846624,-1.2545936114405711
Ninam,nina1238,-0.129971237169199,0.001138911653955325,0.01854174318146374,-7.07107997020613
Nivacle,niva1238,-0.1356007065059647,0.00046976733517633596,0.0180161415886705,-7.552697849949699
Northeastern_Maidu,nort2952,-0.07640918137349773,0.00016454934055173186,0.01737079001291412,-4.408189302681199
Northern_Embera,nort2972,-0.05162718308196599,-0.0004278807258992531,0.017163521875933802,-2.9830300987268195
Northern_Haida,nort2938,-0.1958050062652591,0.000465785366959638,0.08874568563356501,-2.211609389583509
Northern_Pomo,nort2966,-0.003713431352088746,-0.00112882555375535,0.027373094516380807,-0.0944213960459128
NorthMuyu,nort2916,-0.03984430031028468,-0.00029346540833811096,0.03773038778814198,-1.0482488312610643
Northwestern_Maidu,nort2951,-0.0027166071034152458,-0.0006222594731265786,0.019724268479363795,-0.10618125749402799
Nunamiut,nort2944,-0.05295948026181839,0.0005831219587452876,0.017239679570604793,-3.1057771115339428
Nungon,yaum1237,-0.07288376396330971,0.00014258435713389062,0.0374812269368214,-1.9483446591419566
Nuu_Chah_Nulth,nuuc1236,-0.3096850899178505,0.001090680205536339,0.10509059571590762,-2.957217703508978
Nyulnyul,nyul1247,-0.11243530065849064,0.00011046931270618036,0.017418012728545085,-6.461458705145733
Onobasulu,onob1238,-0.04107582534194224,0.00034095153607149317,0.01710633162480539,-2.4211372599579724
Pagu,pagu1249,-0.08496243198923775,-0.0008266800488970515,0.023585261623724364,-3.5673020415304078
Pilagá,pila1245,-0.1666455837916538,0.00017859577685254037,0.016923996349414563,-9.857256886862727
Puinave,puin1248,-0.31498042032191154,-0.0001285029503465369,0.035742342527046056,-8.808933469688453
Pumé,pume1238,-0.09558859451924619,0.0006326286051268721,0.017647757993447605,-5.452319958155524
Páez,paez1247,-0.14777817974390836,-8.203334875853635e-05,0.0165067540780792,-8.94761899865515
Qawasquar,qawa1238,-0.11441432423037343,0.00030077103183028697,0.01921768190064164,-5.969247272137104
Quechan,quec1382,-0.06915974180900622,-2.3987292348410738e-05,0.02797664051209508,-2.4711957279777215
Riantana,rian1263,,-0.0020000000000000087,0.4581167973344789,
Rotokas,roto1249,-0.023424388887584476,-0.001014588214640093,0.017003323889328886,-1.3179658764842177
Sanapana,sana1298,-0.036957123903760464,-0.0002851279713747287,0.017687487009665305,-2.073329914664891
